[4/15/22 09:28PM] Avalon used command ::voted | Player rights = PLAYER	
[5/10/22 01:38AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 01:40AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 01:42AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 01:42AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 01:43AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 01:44AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 01:45AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 01:45AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 01:46AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 01:50AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 01:51AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 01:56AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:01AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 02:01AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:07AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:09AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:09AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:10AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:11AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:11AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:12AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:14AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:15AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:16AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:20AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 02:20AM] Avalon used command ::INTERFACE 142250 | Player rights = DEVELOPER	
[5/10/22 02:28AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:32AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:34AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:38AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:39AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:45AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:47AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:48AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:49AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:50AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:51AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:52AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:52AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 02:54AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:54AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:55AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:55AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:56AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:57AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:57AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:58AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 02:59AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 03:01AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 03:01AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 03:02AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 03:04AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 03:04AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 03:06AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 03:06AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 03:08AM] Avalon used command ::interface 142250 | Player rights = DEVELOPER	
[5/10/22 03:10AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 11:46AM] Avalon used command ::drops | Player rights = DEVELOPER	
[5/10/22 11:49AM] Avalon used command ::drops | Player rights = DEVELOPER	
[5/10/22 11:52AM] Avalon used command ::drops | Player rights = DEVELOPER	
[5/10/22 02:02PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 03:02PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 03:02PM] Avalon used command ::npc 202 | Player rights = DEVELOPER	
[5/10/22 03:03PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 03:25PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 03:26PM] Avalon used command ::tele 2330 3888 | Player rights = DEVELOPER	
[5/10/22 06:08PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 06:09PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 06:13PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 06:14PM] Avalon used command ::npc 53 | Player rights = DEVELOPER	
[5/10/22 06:16PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 06:16PM] Avalon used command ::tele 1698 5600 | Player rights = DEVELOPER	
[5/10/22 06:22PM] Avalon used command ::npc 78 | Player rights = DEVELOPER	
[5/10/22 06:23PM] Avalon used command ::npc 412 | Player rights = DEVELOPER	
[5/10/22 06:24PM] Avalon used command ::npc 1005 | Player rights = DEVELOPER	
[5/10/22 06:24PM] Avalon used command ::npc 1701 | Player rights = DEVELOPER	
[5/10/22 06:28PM] Avalon used command ::tele 1698 5600 | Player rights = DEVELOPER	
[5/10/22 06:43PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 06:49PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 06:50PM] Avalon used command ::npc 13635 | Player rights = DEVELOPER	
[5/10/22 06:54PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 06:56PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 06:56PM] Avalon used command ::tele 3301 3289 | Player rights = DEVELOPER	
[5/10/22 06:58PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 06:58PM] Avalon used command ::npc 3308 | Player rights = DEVELOPER	
[5/10/22 06:58PM] Avalon used command ::npc 3308 | Player rights = DEVELOPER	
[5/10/22 07:11PM] Avalon used command ::Yzon | Player rights = DEVELOPER	
[5/10/22 07:11PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 07:15PM] Avalon used command ::npc 3308 | Player rights = DEVELOPER	
[5/10/22 07:15PM] Avalon used command ::playnpc 3308 | Player rights = DEVELOPER	
[5/10/22 07:17PM] Avalon used command ::npc 2743 | Player rights = DEVELOPER	
[5/10/22 07:20PM] Avalon used command ::god | Player rights = DEVELOPER	
[5/10/22 07:20PM] Avalon used command ::god | Player rights = DEVELOPER	
[5/10/22 07:20PM] Avalon used command ::npc 2744 | Player rights = DEVELOPER	
[5/10/22 07:21PM] Avalon used command ::npc 2746 | Player rights = DEVELOPER	
[5/10/22 07:40PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 07:40PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 07:43PM] Avalon used command ::npc 3117 | Player rights = DEVELOPER	
[5/10/22 07:47PM] Avalon used command ::npc 3117 | Player rights = DEVELOPER	
[5/10/22 07:50PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 07:50PM] Avalon used command ::npc 3117 | Player rights = DEVELOPER	
[5/10/22 07:51PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 08:03PM] Avalon used command ::npc 201 | Player rights = DEVELOPER	
[5/10/22 08:04PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 10:47PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 10:57PM] Avalon used command ::npc 202 | Player rights = DEVELOPER	
[5/10/22 11:00PM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/10/22 11:01PM] Avalon used command ::find satanc glove | Player rights = DEVELOPER	
[5/10/22 11:02PM] Avalon used command ::find satanic | Player rights = DEVELOPER	
[5/10/22 11:02PM] Avalon used command ::reload | Player rights = DEVELOPER	
[5/10/22 11:03PM] Avalon used command ::find royal amulet | Player rights = DEVELOPER	
[5/10/22 11:03PM] Avalon used command ::item 15511 | Player rights = DEVELOPER	
[5/10/22 11:04PM] Avalon used command ::item 18683 | Player rights = DEVELOPER	
[5/10/22 11:04PM] Avalon used command ::item 11019 | Player rights = DEVELOPER	
[5/10/22 11:05PM] Avalon used command ::find satanic anti | Player rights = DEVELOPER	
[5/10/22 11:20PM] Avalon used command ::inish | Player rights = DEVELOPER	
[5/10/22 11:27PM] Avalon used command ::NPC 202 | Player rights = DEVELOPER	
[5/11/22 05:15AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/11/22 05:16AM] Avalon used command ::npc 3308 | Player rights = DEVELOPER	
[5/11/22 05:16AM] Avalon used command ::god | Player rights = DEVELOPER	
[5/11/22 05:16AM] Avalon used command ::playnpc 3308 | Player rights = DEVELOPER	
[5/11/22 05:24AM] Avalon used command ::npc 3308 | Player rights = DEVELOPER	
[5/11/22 05:31AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/11/22 05:53AM] Avalon used command ::npc 3068 | Player rights = DEVELOPER	
[5/11/22 06:02AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/11/22 06:03AM] Avalon used command ::npc 8010 | Player rights = DEVELOPER	
[5/11/22 06:09AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/11/22 06:15AM] Avalon used command ::npc 9807 | Player rights = DEVELOPER	
[5/11/22 06:16AM] Avalon used command ::npc 9806 | Player rights = DEVELOPER	
[5/11/22 06:22AM] Avalon used command ::npc 225 | Player rights = DEVELOPER	
[5/11/22 06:27AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/11/22 06:29AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/11/22 06:31AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/11/22 06:51AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/11/22 06:57AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/11/22 07:10AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/11/22 07:10AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/11/22 07:16AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/11/22 11:57AM] Avalon used command ::item 22105 | Player rights = DEVELOPER	
[5/11/22 11:58AM] Avalon used command ::item 22105 | Player rights = DEVELOPER	
[5/11/22 11:58AM] Avalon used command ::item 22307 | Player rights = DEVELOPER	
[5/11/22 01:54PM] Avalon used command ::npc 9837 | Player rights = DEVELOPER	
[5/11/22 02:33PM] Avalon used command ::find dark shard | Player rights = DEVELOPER	
[5/11/22 02:33PM] Avalon used command ::find shard | Player rights = DEVELOPER	
[5/11/22 02:33PM] Avalon used command ::item 18016 | Player rights = DEVELOPER	
[5/11/22 02:33PM] Avalon used command ::item 14477 | Player rights = DEVELOPER	
[5/11/22 02:33PM] Avalon used command ::empty | Player rights = DEVELOPER	
[5/11/22 02:33PM] Avalon used command ::1 | Player rights = DEVELOPER	
[5/11/22 02:33PM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/11/22 03:00PM] Avalon used command ::FIND DARK ATTACHMENT | Player rights = DEVELOPER	
[5/11/22 03:00PM] Avalon used command ::FIND DARK AT | Player rights = DEVELOPER	
[5/11/22 03:00PM] Avalon used command ::FIND DARK | Player rights = DEVELOPER	
[5/11/22 03:38PM] Avalon used command ::item 23238 | Player rights = DEVELOPER	
[5/11/22 03:39PM] Avalon used command ::item 23239 | Player rights = DEVELOPER	
[5/11/22 03:43PM] Avalon used command ::item 12855 500m | Player rights = DEVELOPER	
[5/11/22 03:59PM] Avalon used command ::item 12535 | Player rights = DEVELOPER	
[5/11/22 04:00PM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/11/22 04:01PM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/11/22 04:01PM] Avalon used command ::find shadow | Player rights = DEVELOPER	
[5/11/22 04:01PM] Avalon used command ::find shadow hunter | Player rights = DEVELOPER	
[5/11/22 04:01PM] Avalon used command ::find demon | Player rights = DEVELOPER	
[5/11/22 04:01PM] Avalon used command ::item 666 | Player rights = DEVELOPER	
[5/11/22 04:23PM] Avalon used command ::item 17011 | Player rights = DEVELOPER	
[5/11/22 04:25PM] Avalon used command ::find execution | Player rights = DEVELOPER	
[5/11/22 04:25PM] Avalon used command ::item 4684 | Player rights = DEVELOPER	
[5/11/22 04:25PM] Avalon used command ::item 4685 | Player rights = DEVELOPER	
[5/11/22 04:25PM] Avalon used command ::item 4686 | Player rights = DEVELOPER	
[5/11/22 04:28PM] Avalon used command ::find execution | Player rights = DEVELOPER	
[5/11/22 04:28PM] Avalon used command ::item 8274 | Player rights = DEVELOPER	
[5/11/22 04:28PM] Avalon used command ::item 8273 | Player rights = DEVELOPER	
[5/11/22 04:31PM] Avalon used command ::find legends | Player rights = DEVELOPER	
[5/11/22 04:31PM] Avalon used command ::find raids | Player rights = DEVELOPER	
[5/11/22 04:31PM] Avalon used command ::itm 18404 | Player rights = DEVELOPER	
[5/11/22 04:31PM] Avalon used command ::item 18404 | Player rights = DEVELOPER	
[5/11/22 04:49PM] Avalon used command ::item 5012 | Player rights = DEVELOPER	
[5/11/22 05:12PM] Avalon used command ::pos | Player rights = DEVELOPER	
[5/11/22 05:16PM] Avalon used command ::item 5011 | Player rights = DEVELOPER	
[5/11/22 05:16PM] Avalon used command ::item 23226 | Player rights = DEVELOPER	
[5/11/22 05:30PM] Avalon used command ::item 12537 | Player rights = DEVELOPER	
[5/11/22 05:31PM] Avalon used command ::item 17013 | Player rights = DEVELOPER	
[5/11/22 05:37PM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/11/22 05:37PM] Avalon used command ::item 2211 | Player rights = DEVELOPER	
[5/11/22 05:37PM] Avalon used command ::item 22113 | Player rights = DEVELOPER	
[5/11/22 05:40PM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/11/22 05:45PM] Avalon used command ::item 22115 | Player rights = DEVELOPER	
[5/11/22 05:45PM] Avalon used command ::item 22114 | Player rights = DEVELOPER	
[5/11/22 06:00PM] Avalon used command ::item 23239 | Player rights = DEVELOPER	
[5/11/22 06:04PM] Avalon used command ::FIND LUCIFER | Player rights = DEVELOPER	
[5/11/22 06:04PM] Avalon used command ::FIND FALLEN | Player rights = DEVELOPER	
[5/11/22 06:04PM] Avalon used command ::FIND PET FRAGMENT | Player rights = DEVELOPER	
[5/11/22 06:07PM] Avalon used command ::item 23238 | Player rights = DEVELOPER	
[5/11/22 06:07PM] Avalon used command ::item 23239 | Player rights = DEVELOPER	
[5/11/22 06:09PM] Avalon used command ::find owner jewel | Player rights = DEVELOPER	
[5/11/22 06:09PM] Avalon used command ::find jewel | Player rights = DEVELOPER	
[5/11/22 06:09PM] Avalon used command ::find goodiebag | Player rights = DEVELOPER	
[5/11/22 06:09PM] Avalon used command ::item 3578 | Player rights = DEVELOPER	
[5/11/22 06:09PM] Avalon used command ::item 6833 | Player rights = DEVELOPER	
[5/11/22 06:12PM] Avalon used command ::item 23240 | Player rights = DEVELOPER	
[5/11/22 06:18PM] Avalon used command ::ITEM 7995 5 | Player rights = DEVELOPER	
[5/11/22 06:19PM] Avalon used command ::FIND OWNER | Player rights = DEVELOPER	
[5/11/22 06:19PM] Avalon used command ::ITEM 22111 | Player rights = DEVELOPER	
[5/11/22 06:19PM] Avalon used command ::ITEM 23230 | Player rights = DEVELOPER	
[5/11/22 06:19PM] Avalon used command ::ITEM 23231 | Player rights = DEVELOPER	
[5/11/22 06:19PM] Avalon used command ::ITEM 23232 | Player rights = DEVELOPER	
[5/11/22 06:19PM] Avalon used command ::ITEM 23233 | Player rights = DEVELOPER	
[5/11/22 06:19PM] Avalon used command ::ITEM 23234 | Player rights = DEVELOPER	
[5/11/22 06:19PM] Avalon used command ::ITEM 23235 | Player rights = DEVELOPER	
[5/11/22 06:19PM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/11/22 06:33PM] Avalon used command ::FIND OWNER'S | Player rights = DEVELOPER	
[5/11/22 06:34PM] Avalon used command ::ITEM 11000 | Player rights = DEVELOPER	
[5/11/22 06:34PM] Avalon used command ::FIND OWNER'S | Player rights = DEVELOPER	
[5/11/22 06:54PM] Avalon used command ::FIND PALADIN | Player rights = DEVELOPER	
[5/11/22 06:55PM] Avalon used command ::ITEM 6927 | Player rights = DEVELOPER	
[5/11/22 06:55PM] Avalon used command ::ITEM 6928 | Player rights = DEVELOPER	
[5/11/22 06:55PM] Avalon used command ::ITEM 6929 | Player rights = DEVELOPER	
[5/11/22 06:56PM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/11/22 09:38PM] Avalon used command ::empty | Player rights = DEVELOPER	
[5/11/22 09:38PM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/11/22 09:38PM] Avalon used command ::item 7995 | Player rights = DEVELOPER	
[5/11/22 09:38PM] Avalon used command ::find infinite | Player rights = DEVELOPER	
[5/11/22 09:39PM] Avalon used command ::item 15330 | Player rights = DEVELOPER	
[5/11/22 09:39PM] Avalon used command ::17540 | Player rights = DEVELOPER	
[5/11/22 09:39PM] Avalon used command ::item 17540 | Player rights = DEVELOPER	
[5/11/22 09:42PM] Avalon used command ::iitem 17540 4 | Player rights = DEVELOPER	
[5/11/22 09:42PM] Avalon used command ::item 17540 5 | Player rights = DEVELOPER	
[5/11/22 09:42PM] Avalon used command ::item 7995 5 | Player rights = DEVELOPER	
[5/11/22 09:42PM] Avalon used command ::item 12855 500m | Player rights = DEVELOPER	
[5/11/22 09:42PM] Avalon used command ::item 12855 500m | Player rights = DEVELOPER	
[5/11/22 09:43PM] Avalon used command ::item 12855 500m | Player rights = DEVELOPER	
[5/11/22 09:43PM] Avalon used command ::item 17540 10 | Player rights = DEVELOPER	
[5/11/22 09:43PM] Avalon used command ::item 12855 500m | Player rights = DEVELOPER	
[5/11/22 09:43PM] Avalon used command ::item 7995 10 | Player rights = DEVELOPER	
[5/11/22 09:43PM] Avalon used command ::item 7995 10 | Player rights = DEVELOPER	
[5/11/22 09:43PM] Avalon used command ::item 17540 10 | Player rights = DEVELOPER	
[5/11/22 09:43PM] Avalon used command ::item 12855 2147m | Player rights = DEVELOPER	
[5/11/22 09:43PM] Avalon used command ::item 12855 2146m | Player rights = DEVELOPER	
[5/11/22 09:44PM] Avalon used command ::item 12855 2140m | Player rights = DEVELOPER	
[5/11/22 09:44PM] Avalon used command ::item 2000m | Player rights = DEVELOPER	
[5/11/22 09:44PM] Avalon used command ::item 12855 2000m | Player rights = DEVELOPER	
[5/11/22 09:44PM] Avalon used command ::item 12855 200m | Player rights = DEVELOPER	
[5/11/22 09:44PM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/11/22 09:44PM] Avalon used command ::item 12855 2000m | Player rights = DEVELOPER	
[5/11/22 09:44PM] Avalon used command ::item 17540 27 | Player rights = DEVELOPER	
[5/11/22 09:44PM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/11/22 09:45PM] Avalon used command ::item 23225 13 | Player rights = DEVELOPER	
[5/11/22 09:45PM] Avalon used command ::item 7995 13 | Player rights = DEVELOPER	
[5/11/22 09:45PM] Avalon used command ::item 12855 1300m | Player rights = DEVELOPER	
[5/11/22 09:45PM] Avalon used command ::forge | Player rights = DEVELOPER	
[5/11/22 10:15PM] Avalon used command ::find crest | Player rights = DEVELOPER	
[5/11/22 10:15PM] Avalon used command ::itm 779 | Player rights = DEVELOPER	
[5/11/22 10:15PM] Avalon used command ::item 782 | Player rights = DEVELOPER	
[5/11/22 10:15PM] Avalon used command ::item 14584 | Player rights = DEVELOPER	
[5/11/22 10:15PM] Avalon used command ::item 15488 | Player rights = DEVELOPER	
[5/11/22 10:15PM] Avalon used command ::item 15489 | Player rights = DEVELOPER	
[5/11/22 10:15PM] Avalon used command ::item 779 | Player rights = DEVELOPER	
[5/11/22 10:15PM] Avalon used command ::item 780 | Player rights = DEVELOPER	
[5/11/22 10:15PM] Avalon used command ::item 781 | Player rights = DEVELOPER	
[5/11/22 10:17PM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/11/22 10:18PM] Avalon used command ::itm 782 | Player rights = DEVELOPER	
[5/11/22 10:18PM] Avalon used command ::item 782 | Player rights = DEVELOPER	
[5/11/22 10:28PM] Avalon used command ::item 23243 | Player rights = DEVELOPER	
[5/11/22 10:33PM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/11/22 10:56PM] Avalon used command ::item 23244 | Player rights = DEVELOPER	
[5/11/22 10:57PM] Avalon used command ::item 23245 | Player rights = DEVELOPER	
[5/11/22 10:59PM] Avalon used command ::find void | Player rights = DEVELOPER	
[5/11/22 10:59PM] Avalon used command ::find seal | Player rights = DEVELOPER	
[5/11/22 10:59PM] Avalon used command ::item 11666 | Player rights = DEVELOPER	
[5/11/22 10:59PM] Avalon used command ::item 11673 | Player rights = DEVELOPER	
[5/11/22 10:59PM] Avalon used command ::item 11672 | Player rights = DEVELOPER	
[5/11/22 10:59PM] Avalon used command ::item 11667 | Player rights = DEVELOPER	
[5/11/22 10:59PM] Avalon used command ::item 9042 | Player rights = DEVELOPER	
[5/11/22 10:59PM] Avalon used command ::find deal | Player rights = DEVELOPER	
[5/11/22 10:59PM] Avalon used command ::item 11673 | Player rights = DEVELOPER	
[5/11/22 10:59PM] Avalon used command ::find seal | Player rights = DEVELOPER	
[5/11/22 10:59PM] Avalon used command ::item 4004 | Player rights = DEVELOPER	
[5/11/22 10:59PM] Avalon used command ::item 9040 | Player rights = DEVELOPER	
[5/11/22 11:02PM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/11/22 11:05PM] Avalon used command ::item 23245 | Player rights = DEVELOPER	
[5/11/22 11:05PM] Avalon used command ::item 23246 | Player rights = DEVELOPER	
[5/11/22 11:05PM] Avalon used command ::item 23247 | Player rights = DEVELOPER	
[5/11/22 11:05PM] Avalon used command ::item 23248 | Player rights = DEVELOPER	
[5/11/22 11:25PM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/12/22 12:43AM] Avalon used command ::item 779 | Player rights = DEVELOPER	
[5/12/22 12:43AM] Avalon used command ::item 780 | Player rights = DEVELOPER	
[5/12/22 12:43AM] Avalon used command ::item 781 | Player rights = DEVELOPER	
[5/12/22 12:43AM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/12/22 12:44AM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/12/22 12:45AM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/12/22 12:47AM] Avalon used command ::ITEM 779 | Player rights = DEVELOPER	
[5/12/22 12:47AM] Avalon used command ::ITEM 780 | Player rights = DEVELOPER	
[5/12/22 12:47AM] Avalon used command ::ITEM 781 | Player rights = DEVELOPER	
[5/12/22 12:47AM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/12/22 01:34AM] Avalon used command ::item 23249 | Player rights = DEVELOPER	
[5/12/22 01:34AM] Avalon used command ::item 23250 | Player rights = DEVELOPER	
[5/12/22 01:34AM] Avalon used command ::item 23251 | Player rights = DEVELOPER	
[5/12/22 02:02AM] Avalon used command ::bank | Player rights = DEVELOPER	
[5/12/22 02:03AM] Avalon used command ::reload | Player rights = DEVELOPER	
[5/12/22 02:04AM] Avalon used command ::reload | Player rights = DEVELOPER	
[5/12/22 02:11AM] Avalon used command ::reload | Player rights = DEVELOPER	
[5/12/22 02:13AM] Avalon used command ::reload | Player rights = DEVELOPER	
[5/12/22 02:22AM] Avalon used command ::item 2325 | Player rights = DEVELOPER	
[5/12/22 02:23AM] Avalon used command ::item 23235 | Player rights = DEVELOPER	
[5/12/22 02:23AM] Avalon used command ::item 23225 | Player rights = DEVELOPER	
[5/12/22 02:23AM] Avalon used command ::god | Player rights = DEVELOPER	
[5/12/22 02:23AM] Avalon used command ::god | Player rights = DEVELOPER	
[5/12/22 02:26AM] Avalon used command ::find owner | Player rights = DEVELOPER	
[5/12/22 02:31AM] Avalon used command ::find owner | Player rights = DEVELOPER	
[5/12/22 02:31AM] Avalon used command ::item 23242 | Player rights = DEVELOPER	
[5/12/22 08:12AM] Avalon used command ::item 23239 | Player rights = DEVELOPER	
[5/12/22 08:33AM] Avalon used command ::item 22105 | Player rights = DEVELOPER	
[5/12/22 08:39AM] Avalon used command ::zones | Player rights = DEVELOPER	
[5/12/22 08:42AM] Avalon used command ::reload | Player rights = DEVELOPER	
[5/12/22 09:21AM] Avalon used command ::find bracelet | Player rights = DEVELOPER	
[5/12/22 09:21AM] Avalon used command ::find bracelet | Player rights = DEVELOPER	
[5/12/22 09:22AM] Avalon used command ::item 15820 | Player rights = DEVELOPER	
[5/12/22 09:22AM] Avalon used command ::item 17263 | Player rights = DEVELOPER	
[5/12/22 09:22AM] Avalon used command ::item 17261 | Player rights = DEVELOPER	
[5/12/22 09:22AM] Avalon used command ::item 15819 | Player rights = DEVELOPER	
[5/12/22 09:22AM] Avalon used command ::item 11131 | Player rights = DEVELOPER	
[5/12/22 09:22AM] Avalon used command ::item 11127 | Player rights = DEVELOPER	
[5/12/22 09:22AM] Avalon used command ::item 11115 | Player rights = DEVELOPER	
[5/12/22 07:29PM] Avalon used command ::find bracelet | Player rights = DEVELOPER	
[5/12/22 07:29PM] Avalon used command ::find silver ring | Player rights = DEVELOPER	
[5/12/22 07:30PM] Avalon used command ::fid ring | Player rights = DEVELOPER	
[5/12/22 07:30PM] Avalon used command ::find ring | Player rights = DEVELOPER	
[5/12/22 07:30PM] Avalon used command ::find ring | Player rights = DEVELOPER	
[5/12/22 07:30PM] Avalon used command ::item 8025 | Player rights = DEVELOPER	
[5/12/22 07:30PM] Avalon used command ::item 8024 | Player rights = DEVELOPER	
[5/12/22 07:30PM] Avalon used command ::item 8831 | Player rights = DEVELOPER	
[5/12/22 07:30PM] Avalon used command ::item 9104 | Player rights = DEVELOPER	
[5/12/22 07:30PM] Avalon used command ::item 6565 | Player rights = DEVELOPER	
[5/12/22 07:30PM] Avalon used command ::item 6465 | Player rights = DEVELOPER	
[5/12/22 07:30PM] Avalon used command ::empty | Player rights = DEVELOPER	
[5/12/22 07:30PM] Avalon used command ::1item 4202 | Player rights = DEVELOPER	
[5/12/22 07:30PM] Avalon used command ::item 4202 | Player rights = DEVELOPER	
[5/12/22 07:30PM] Avalon used command ::item 4657 | Player rights = DEVELOPER	
[5/12/22 07:31PM] Avalon used command ::item 1653 | Player rights = DEVELOPER	
[5/12/22 07:31PM] Avalon used command ::item 12605 | Player rights = DEVELOPER	
[5/12/22 07:31PM] Avalon used command ::item 12580 | Player rights = DEVELOPER	
[5/12/22 07:34PM] Avalon used command ::item 11014 | Player rights = DEVELOPER	
[5/12/22 07:34PM] Avalon used command ::item 21069 | Player rights = DEVELOPER	
[5/12/22 07:34PM] Avalon used command ::item 20666 | Player rights = DEVELOPER	
